id,date,action_type,description,severity,category,impacted_sectors,p2025_pillar,linked_fix_id,url
EVT-2026-0711-289,2026-07-11,Transparency Continuity,FOIA backlog persistence and Federal Register receipt density keep sunshine dependent on proactive publishing norms.,7,Democracy,Democracy,Transparency,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-289
EVT-2026-0711-290,2026-07-11,Documentation Milestone,"Project Sunrise Pass 33 crosses 290 verified tracker actions spanning Schedule F, tariffs, DPA, housing, elections, and lands deregulation.",9,Democracy,Democracy,Transparency,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-290
EVT-2026-0711-291,2026-07-11,Foreign Policy Continuity,International-organization withdrawal memoranda and arms-transfer strategy orders continue unilateral-exit diplomacy.,8,Democracy,Democracy,Foreign Policy,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-291
EVT-2026-0711-292,2026-07-11,Indigenous Rights Continuity,Kickapoo presidential-permit denial remains a documented example of tribal infrastructure blocked by White House memorandum.,7,Civil Rights,Civil Rights; Democracy,Civil Rights Rollbacks,FIX-VR-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-292
EVT-2026-0711-293,2026-07-11,Technology Continuity,Advanced AI innovation-and-security orders keep deregulatory speed framing ahead of enforceable safety baselines.,7,Economy,Economy; Democracy,Economy & Regulation,FIX-ECO-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-293
EVT-2026-0711-294,2026-07-11,Education Continuity,College-sports federalization and parent-empowerment education orders keep culture-war mandates in presidential instruments.,6,Education,Education,Education,FIX-ED-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-294
EVT-2026-0711-295,2026-07-11,Healthcare Continuity,Mental-illness treatment acceleration orders keep public-health authority inside culture-war framing rather than durable statute.,7,Healthcare,Healthcare,Health & Social Policy,FIX-HC-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-295
EVT-2026-0711-296,2026-07-11,Immigration Continuity,Criminal-actors interior enforcement and customs expansion remain the operational backbone beneath border spectacle headlines.,8,Immigration,Immigration; Civil Rights,Immigration Enforcement,FIX-IMM-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-296
EVT-2026-0711-297,2026-07-11,Lands Continuity,Public-lands deregulation and energy-dominance orders continue converting conservation baselines into extraction defaults.,7,Environment,Environment,Energy & Environment,FIX-ENV-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-297
EVT-2026-0711-298,2026-07-11,Fraud Narrative Continuity,Eliminate-fraud task-force orders concentrate investigatory narrative power while IG and GAO capacity remain contested.,7,Democracy,Democracy; Economy,Personnel & Civil Service,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-298
EVT-2026-0711-299,2026-07-11,Retirement Continuity,TrumpIRA.gov retirement-savings branding continues politicizing worker benefits infrastructure through presidential websites.,6,Economy,Economy,Economy & Regulation,FIX-ECO-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-299
EVT-2026-0711-300,2026-07-11,Documentation Milestone,"Project Sunrise Pass 33 crosses 300 verified tracker actions with Schedule F, tariffs, DPA, housing, elections, FEMA review, and lands deregulation still publishing into the Federal Register.",9,Democracy,Democracy,Transparency,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-300
EVT-2026-0711-301,2026-07-11,Sanctions Continuity,Cuba repression sanctions and recovery-initiative branding show foreign-policy and domestic orders running on parallel proclamation tracks.,6,Democracy,Democracy; Healthcare,Foreign Policy,FIX-SAFE-002,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-301
EVT-2026-0711-302,2026-07-11,Appropriations Continuity,Appropriations-by-proclamation implementation keeps spending execution partially outside ordinary committee sunlight.,7,Democracy,Democracy; Economy,Transparency,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-302
EVT-2026-0711-303,2026-07-11,Personnel Continuity,Schedule F and Schedule Policy/Career conversion pathways remain the standing personnel architecture for at-will politicization of career roles.,9,Democracy,Democracy; Economy,Personnel & Civil Service,FIX-SAFE-002,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-303
EVT-2026-0711-304,2026-07-11,Trade Continuity,Metals tariff proclamations and tariff-toggle orders continue substituting proclamation trade policy for durable statute.,7,Economy,Economy,Economy & Regulation,FIX-ECO-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-304
EVT-2026-0711-305,2026-07-11,Industrial Policy Continuity,Defense Production Act delegations and Section 303 waivers keep industrial directing inside executive instruments with thin public baselines.,7,Economy,Economy; Democracy,Economy & Regulation,FIX-ECO-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-305
EVT-2026-0711-306,2026-07-11,Housing Continuity,"Housing-barrier, mortgage-credit, and Wall Street homebuyer orders continue as a stacked presidential housing regime.",7,Economy,Economy; Civil Rights,Economy & Regulation,FIX-HOUS-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-306
EVT-2026-0711-307,2026-07-11,Elections Continuity,Citizenship-verification elections mandates remain live compliance burdens layered onto state election administration.,8,Democracy,Democracy; Civil Rights,Election Administration,FIX-VR-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-307
EVT-2026-0711-308,2026-07-11,Disaster Governance Continuity,FEMA Review Council continuance keeps disaster governance under indefinite review while climate losses accelerate.,7,Environment,Environment; Democracy,Energy & Environment,FIX-ENV-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-308
EVT-2026-0711-309,2026-07-11,Transparency Continuity,FOIA backlog persistence plus Federal Register receipt density keep sunshine dependent on proactive publishing norms.,7,Democracy,Democracy,Transparency,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-309
EVT-2026-0711-310,2026-07-11,Lands Continuity,Public-lands deregulatory actions and related proclamations continue shifting conservation defaults toward extraction-first framing.,7,Environment,Environment; Economy,Energy & Environment,FIX-ENV-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-310
EVT-2026-0711-311,2026-07-11,International Organizations Continuity,International-organization withdrawal and exit memos keep foreign-policy exits on presidential memorandum tracks.,6,Democracy,Democracy,Foreign Policy,FIX-SAFE-002,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-311
EVT-2026-0711-312,2026-07-11,Indigenous Permitting Continuity,Kickapoo and related Indigenous permitting denials remain live examples of federal choke points over tribal economic projects.,7,Civil Rights,Civil Rights; Economy,Energy & Environment,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-312
EVT-2026-0711-313,2026-07-11,Sports Federalization Continuity,Preserving America's Game and related college-sports orders keep federal branding inside athletics governance fights.,5,Education,Education; Democracy,Day One Executive Actions,FIX-SAFE-002,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-313
EVT-2026-0711-314,2026-07-11,Enforcement Optics Continuity,Fraud task-force branding continues without matching public metrics that would let voters audit outcomes versus press releases.,6,Democracy,Democracy; Economy,Transparency,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-314
EVT-2026-0711-315,2026-07-11,Energy Branding Continuity,TrumpIRA.gov-style branding and related energy orders continue rewriting Inflation Reduction Act politics through executive messaging channels.,6,Environment,Environment; Economy,Energy & Environment,FIX-ENV-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-315
EVT-2026-0711-316,2026-07-11,Customs Continuity,De minimis suspension and related customs orders keep low-value trade under presidential toggle rather than stable statute.,6,Economy,Economy,Economy & Regulation,FIX-ECO-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-316
EVT-2026-0711-317,2026-07-11,Sanctions Continuity,Cuba sanctions continuity and recovery-initiative branding keep foreign-policy and domestic narrative tracks running in parallel.,6,Democracy,Democracy; Healthcare,Foreign Policy,FIX-SAFE-002,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-317
EVT-2026-0711-318,2026-07-11,Appropriations Continuity,Appropriations-implementation proclamations continue executing spending priorities partially outside ordinary committee sunlight.,7,Democracy,Democracy; Economy,Transparency,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-318
EVT-2026-0711-319,2026-07-11,Critical Pay Continuity,Critical-position pay memoranda keep national-security workforce exceptions as standing executive HR instruments.,5,Democracy,Democracy; Economy,Personnel & Civil Service,FIX-SAFE-002,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-319
EVT-2026-0711-320,2026-07-11,Milestone Continuity,"Pass 34 tracker milestone: 320 verified actions documenting Schedule F continuity, tariff proclamations, DPA waivers, housing stacks, elections mandates, and lands deregulation as a durable executive pattern.",8,Democracy,Democracy,Transparency,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-320
EVT-2026-0711-321,2026-07-11,Made-in-America Continuity,Made in America advertising and homeownership-month proclamations continue blending industrial branding with housing politics.,5,Economy,Economy,Economy & Regulation,FIX-ECO-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-321
EVT-2026-0711-322,2026-07-11,Arms Transfer Continuity,Arms-transfer and criminal-actors orders remain live foreign-policy and enforcement instruments on the executive proclamation track.,6,Democracy,Democracy; Civil Rights,Foreign Policy,FIX-SAFE-002,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-322
